S.No,Country,City,Company,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,CONTACT,Google Map,Category,Reviews,Comments,Standard_Category,Conversion_Probability,Rank,Reviews_Normalized,Comments_Normalized,Lead_Score,Final_Score,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability,,
202,India,Rajasthan,Kunal Clinic,,,,,9414709280,"https://www.google.com/maps/place/Kunal+Clinic/@26.4793966,74.6469864,17z/data=!3m1!4b1!4m6!3m5!1s0x396be656bbd72959:0x2f43081f98db982c!8m2!3d26.4793966!4d74.6469864!16s%2Fg%2F11cs6f7_bq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.6,5,Medical Clinic,0.85,4,0.92,0.232879395,0.576439697,0.740575879,12,2,103,49,10,3,0.7402684,,
203,India,Rajasthan,Murthy Clinic,,,,,9460332435,"https://www.google.com/maps/place/Murthy+Clinic/@26.4505077,74.635787,17z/data=!3m1!4b1!4m6!3m5!1s0x396be71f6245dca1:0xb6cd1907d77f988b!8m2!3d26.4505077!4d74.635787!16s%2Fg%2F11c6ddr2sj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,5,Medical Clinic,0.85,4,1,0.232879395,0.616439697,0.756575879,13,2,103,49,10,3,0.7531902,,
204,India,Rajasthan,Chandwani Clinic,,,,,9829267966,"https://www.google.com/maps/place/Chandwani+Clinic/@26.4558229,74.634652,17z/data=!3m1!4b1!4m6!3m5!1s0x396be71b394ac47b:0xd9ed0e87229e6445!8m2!3d26.4558229!4d74.634652!16s%2Fg%2F1v44ntw4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.4,7,Medical Clinic,0.85,4,0.88,0.270270143,0.575135072,0.740054029,16,2,103,49,10,3,0.7419723,,
205,India,Rajasthan,"City health care and diagnostic centre
",,,,,9079109540,"https://www.google.com/maps/place/City+health+care+and+diagnostic+centre/@26.4696665,74.6353835,17z/data=!3m1!4b1!4m6!3m5!1s0x396be724651bcedf:0x12abc6f1c4ae4add!8m2!3d26.4696665!4d74.6353835!16s%2Fg%2F11rpdgl52g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Home Health Care Service,4.8,95,Medical Clinic,0.85,4,0.96,0.593239586,0.776619793,0.820647917,39,6,103,49,10,3,0.82135785,,
206,India,Rajasthan,Vaishali Hospital And Research Centre,,,,,1452640375,"https://www.google.com/maps/place/Vaishali+Hospital+And+Research+Centre/@26.487959,74.6298302,17z/data=!3m1!4b1!4m6!3m5!1s0x396be6fab2a944bf:0x90ee774dc14d75bf!8m2!3d26.487959!4d74.6298302!16s%2Fg%2F1tdvhkxz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,3.6,20,Medical Clinic,0.85,4,0.72,0.395704086,0.557852043,0.733140817,37,5,103,49,10,3,0.73359704,,
207,India,Rajasthan,Ajmer E.N.T. Hospital,,,,,9982223450,"https://www.google.com/maps/place/Ajmer+E.N.T.+Hospital/@26.4741016,74.6103903,17z/data=!3m1!4b1!4m6!3m5!1s0x396be79e82019cfd:0xff124b86b0a97a06!8m2!3d26.4741016!4d74.6103903!16s%2Fg%2F11fxb5dwb3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Hospital,4.7,202,Medical Clinic,0.85,4,0.94,0.690570478,0.815285239,0.836114096,21,3,103,49,10,3,0.8355125,,
208,USA,San Francisco,Valencia Health Services,,,,,14156473666,"https://www.google.com/maps/place/Valencia+Health+Services/@37.7468729,-122.4199345,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7e43bf710ad5:0xdb15f6b914781c68!8m2!3d37.7468729!4d-122.4199345!16s%2Fg%2F1tggnwmz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4,4,Medical Clinic,0.85,1,0.8,0.209182613,0.504591306,0.711836523,24,3,103,10,11,3,0.71463597,,
209,USA,San Francisco,USF Student Health Clinic at Dignity Health Medical Group,,,,,14157505995,"https://www.google.com/maps/place/USF+Student+Health+Clinic+at+Dignity+Health+Medical+Group/@37.7732553,-122.4534692,17z/data=!3m1!4b1!4m6!3m5!1s0x8085874eef7c68f3:0xd7f7f839428a10!8m2!3d37.7732553!4d-122.4534692!16s%2Fg%2F1tfq4wrv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,5,1,Medical Clinic,0.85,1,1,0.090090048,0.545045024,0.72801801,57,9,103,10,11,3,0.7339584,,
210,USA,Las Vegas,Las Vegas Outreach Clinic,,,,,17023074635,"https://www.google.com/maps/place/Las+Vegas+Outreach+Clinic/@36.1877555,-115.1401901,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c300844fd7c7:0x815b1d968d9edde5!8m2!3d36.1877555!4d-115.1401901!16s%2Fg%2F1thgbr1x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.2,10,Medical Clinic,0.85,1,0.84,0.311660359,0.57583018,0.740332072,25,4,103,7,5,3,0.7325361,,
211,USA,Las Vegas,Adelante,,,,,17026472583,"https://www.google.com/maps/place/Adelante/@36.1585004,-115.1289192,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c364a62a47df:0x8bcb88f31fdd0b6d!8m2!3d36.1585004!4d-115.1289192!16s%2Fg%2F1tgdtd_7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,3,69,Medical Clinic,0.85,1,0.6,0.552187399,0.5760937,0.74043748,8,1,103,7,5,3,0.7416252,,
212,USA,Los Angeles,Los Angeles Community Clinic,,,,,12133831183,"https://www.google.com/maps/place/Los+Angeles+Community+Clinic/@34.0504362,-118.2773908,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7983e270769:0x9433bf654eb99444!8m2!3d34.0504362!4d-118.2773908!16s%2Fg%2F11g6qt4gn9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,3,4,Medical Clinic,0.85,1,0.6,0.209182613,0.404591306,0.671836523,28,4,103,8,6,3,0.67473716,,
213,India,Haryana,Learn CAD Center,,,,,7419266132,"https://www.google.com/maps/place/Learn+CAD+Center/@28.1468667,77.3395222,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd3b313f5aaab:0x6a5f1a6830123adf!8m2!3d28.1468667!4d77.3395222!16s%2Fg%2F11jt6hwv1f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.9,14,Training Center,0.85,1,0.98,0.35197196,0.66598598,0.776394392,16,3,74,56,3,10,0.77485955,,
214,India,Haryana,Raj unique coaching center Palwal,,,,,7419555444,"https://www.google.com/maps/place/Raj+unique+coaching+center+Palwal/@28.1448952,77.3355176,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd24c61311d1f:0x327650ce9e59aa19!8m2!3d28.1448952!4d77.3355176!16s%2Fg%2F11dynrxcxz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.8,94,Training Center,0.85,1,0.96,0.591878605,0.775939303,0.820375721,33,5,74,56,3,10,0.8208178,,
215,India,Haryana,Hartron Skill Centre,,,,,8053633034,"https://www.google.com/maps/place/Hartron+Skill+Centre/@28.1361845,77.3298064,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd3dcdda24cfb:0xebc59985ad42d63e!8m2!3d28.1361845!4d77.3298064!16s%2Fg%2F11h0vsqgnl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Vocational School,3.8,8,Training Center,0.85,1,0.76,0.285578695,0.522789347,0.719115739,20,3,74,56,3,10,0.72030497,,
216,India,Haryana,"M Classes- Best Coaching in Palwal
",,,,,9050003153,"https://www.google.com/maps/place/M+Classes-+Best+Coaching+in+Palwal/@28.1318933,77.3327005,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd3ae6105721d:0xc27bee7d1ec85e19!8m2!3d28.1318933!4d77.3327005!16s%2Fg%2F11kb96x8v6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.8,115,Training Center,0.85,1,0.96,0.617835835,0.788917917,0.825567167,35,6,74,56,3,10,0.8242223,,
217,India,Haryana,Social Foundation Computer Centre,,,,,8053359349,"https://www.google.com/maps/place/Social+Foundation+Computer+Centre/@28.1495934,77.3170178,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd3f1a0b64b33:0x292908eb4f04f732!8m2!3d28.1495934!4d77.3170178!16s%2Fg%2F11rtd1qrwh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.8,31,Training Center,0.85,1,0.96,0.450450238,0.705225119,0.792090048,33,4,74,56,3,10,0.7930471,,
218,India,Haryana,Accountancy coaching Palwal,,,,,9050604117,"http://google.com/maps/place/Accountancy+coaching+Palwal/@28.1380519,77.3327927,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd3431e1ff47d:0x83eb40693addbd54!8m2!3d28.1380519!4d77.3327927!16s%2Fg%2F11hzkj58sr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.9,93,Training Center,0.85,1,0.98,0.590503222,0.785251611,0.824100644,27,3,74,56,3,10,0.825689,,
219,India,Haryana,Imperial education hub,,,,,7668305210,"https://www.google.com/maps/place/Imperial+education+hub/@28.1543414,77.322878,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd31173e1b4b7:0x4acacadd693f3464!8m2!3d28.1543414!4d77.322878!16s%2Fg%2F11pv0kz29q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Coaching Center,4.9,81,Coaching Center,0.85,2,0.98,0.572752163,0.776376082,0.820550433,22,3,41,56,3,0,0.8186967,,
220,India,Haryana,"VS Sehrawat Institute - Medical (NEET), IIT - JEE Coaching",,,,,9671330957,"https://www.google.com/maps/place/VS+Sehrawat+Institute+-+Medical+(NEET),+IIT+-+JEE+Coaching/@28.1382037,77.3331858,17z/data=!3m1!4b1!4m6!3m5!1s0x390cd3bff59d4525:0x9acb794058067d9d!8m2!3d28.1382037!4d77.3331858!16s%2Fg%2F11qg33shkv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,5,131,Training Center,0.85,1,1,0.634629802,0.817314901,0.83692596,58,10,74,56,3,10,0.8379252,,
221,India,Rajasthan,Masters Academy of Commerce Education (MACE),,,,,9829095162,"https://www.google.com/maps/place/Masters+Academy+of+Commerce+Education+(MACE)/@26.4728828,74.6076855,17z/data=!3m1!4b1!4m6!3m5!1s0x396be79d065740f9:0xdeb8dbda02081e0c!8m2!3d26.4728828!4d74.6076855!16s%2Fg%2F11fzr3vrlw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.9,212,Training Center,0.85,1,0.98,0.696820359,0.838410179,0.845364072,44,6,74,49,10,10,0.8445331,,
222,India,Rajasthan,"Aptech Computer Education , Ajmer",,,,,1452629881,"https://www.google.com/maps/place/Aptech+Computer+Education+,+Ajmer/@26.4497977,74.6390079,17z/data=!3m1!4b1!4m6!3m5!1s0x396be720115b0cbd:0x78b72d7fa45ded45!8m2!3d26.4497977!4d74.6390079!16s%2Fg%2F11c6cb96wx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,4.4,82,Training Center,0.85,1,0.88,0.574327606,0.727163803,0.800865521,33,5,74,49,10,10,0.80031735,,
223,India,Rajasthan,Vista Education,,,,,9530277442,"https://www.google.com/maps/place/Vista+Education/@26.4298317,74.6354739,17z/data=!3m1!4b1!4m6!3m5!1s0x396be7672814c4a1:0x9200a1553bf4be71!8m2!3d26.4298317!4d74.6354739!16s%2Fg%2F11t8gpgp27?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Computer Training School,4.8,35,Training Center,0.85,1,0.96,0.46575879,0.712879395,0.795151758,15,2,74,49,10,10,0.7935833,,
224,India,Rajasthan,DATAbit Computer & Animation Academy,,,,,9314948093,"https://www.google.com/maps/place/DATAbit+Computer+%26+Animation+Academy/@26.4496802,74.6384077,17z/data=!3m1!4b1!4m6!3m5!1s0x396be72209555555:0x3e239db23b9e462a!8m2!3d26.4496802!4d74.6384077!16s%2Fg%2F1tctq1v5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Computer Training School,4.6,118,Training Center,0.85,1,0.92,0.621154461,0.770577231,0.818230892,36,5,74,49,10,10,0.81783104,,
225,India,Rajasthan,Force defence academy Ajmer,,,,,9887600491,"https://www.google.com/maps/place/Force+defence+academy+Ajmer/@26.5174166,74.6844729,17z/data=!3m1!4b1!4m6!3m5!1s0x396be7af877eb7b7:0x614fe63b6b99a96a!8m2!3d26.5174166!4d74.6844729!16s%2Fg%2F11p5jyrs5k?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.8,57,Training Center,0.85,1,0.96,0.527745787,0.743872894,0.807549157,27,4,74,49,10,10,0.80436194,,
226,India,Rajasthan,Pitman SHORTHAND Academy (PA),,,,,9602591944,"https://www.google.com/maps/place/Pitman+SHORTHAND+Academy+(PA)/@26.4378742,74.6479383,17z/data=!3m1!4b1!4m6!3m5!1s0x396be7d319708551:0x4755288e60688fe9!8m2!3d26.4378742!4d74.6479383!16s%2Fg%2F11rct5lczj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,4.8,167,Training Center,0.85,1,0.96,0.665974229,0.812987115,0.835194846,29,4,74,49,10,10,0.8339098,,
227,India,Rajasthan,Scope Computers,,,,,8560000536,"https://www.google.com/maps/place/Scope+Computers/@26.4802964,74.6478027,17z/data=!3m1!4b1!4m6!3m5!1s0x396be654e0af5915:0x6731bb6664e50ffa!8m2!3d26.4802964!4d74.6478027!16s%2Fg%2F11cs5v6_ll?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,4.9,85,Training Center,0.85,1,0.98,0.578942498,0.779471249,0.8217885,15,2,74,49,10,10,0.82587767,,
228,India,Rajasthan,Arena Animation Ajmer,,,,,7891957012,"https://www.google.com/maps/place/Arena+Animation+Ajmer/@26.4812403,74.6312661,17z/data=!3m1!4b1!4m6!3m5!1s0x396be654e3aa3561:0xf89b91b37ef6589c!8m2!3d26.4812403!4d74.6312661!16s%2Fg%2F1tf34bzy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Educational Institute,4.5,97,Training Center,0.85,1,0.9,0.595919525,0.747959763,0.809183905,21,3,74,49,10,10,0.81454325,,
229,India,Rajasthan,"VLC Infotech, RS-CIT Center",,,,,8114478511,"https://www.google.com/maps/place/VLC+Infotech,+RS-CIT+Center/@26.4225075,74.6325975,17z/data=!3m1!4b1!4m6!3m5!1s0x396be0d3c200d9ed:0xe642c80dbb8f4f8d!8m2!3d26.4225075!4d74.6325975!16s%2Fg%2F11ddwwnz2h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Computer Training School,4.3,12,Training Center,0.85,1,0.86,0.333372791,0.596686395,0.748674558,27,4,74,49,10,10,0.74988866,,
230,India,Gujarat,Tech Skill - Manual QA Training Center in Ghatlodia,,,,,9512873622,"https://www.google.com/maps/place/Tech+Skill+-+Manual+QA+Training+Center+in+Ghatlodia/@23.038118,72.56303,17z/data=!3m1!4b1!4m6!3m5!1s0x395e83c345d4a985:0x39c8507071350b6f!8m2!3d23.038118!4d72.56303!16s%2Fg%2F11t4x1pkgy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,5,59,Training Center,0.85,1,1,0.532152055,0.766076028,0.816430411,51,9,74,45,2,10,0.8204819,,
231,India,Gujarat,Creating Impact Training & Development,,,,,9825224319,"https://www.google.com/maps/place/Creating+Impact+Training+%26+Development/@23.0126098,72.5229216,17z/data=!3m1!4b1!4m6!3m5!1s0x395e84d50c8c644f:0x8ce02dde472aa8f5!8m2!3d23.0126098!4d72.5229216!16s%2Fg%2F11ckqswvxw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.8,213,Training Center,0.85,1,0.96,0.69742913,0.828714565,0.841485826,38,5,74,45,2,10,0.8398543,,
232,India,Gujarat,Sunries Training Academy (Tally Academy),,,,,9377728065,"https://www.google.com/maps/place/Sunries+Training+Academy+(Tally+Academy)/@22.9840042,72.5999629,17z/data=!3m1!4b1!4m6!3m5!1s0x395e85f1b82ac853:0xd5df8287e41cc971!8m2!3d22.9840042!4d72.5999629!16s%2Fg%2F1tj_3n68?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,5,760,Training Center,0.85,1,1,0.862319652,0.931159826,0.88246393,40,5,74,45,2,10,0.8816079,,
233,India,Gujarat,Jay Javan Purva Army Training Center,,,,,7600020631,"https://www.google.com/maps/place/Jay+Javan+Purva+Army+Training+Center/@22.9808037,72.6199699,17z/data=!3m1!4b1!4m6!3m5!1s0x395e86065ec840df:0x31b38cf3d6610819!8m2!3d22.9808037!4d72.6199699!16s%2Fg%2F11bx9yl2tq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.6,34,Training Center,0.85,1,0.92,0.462097352,0.691048676,0.78641947,36,6,74,45,2,10,0.7867893,,
234,India,Gujarat,"CDAC - CCC Institute, Tally Prime Training, FINTECH Course in Ahmedabad",,,,,8980176701,"https://www.google.com/maps/place/CDAC+-+CCC+Institute,+Tally+Prime+Training,+FINTECH+Course+in+Ahmedabad/@23.0287353,72.5601399,17z/data=!3m1!4b1!4m6!3m5!1s0x395e84f0e57780fd:0x67c4dada85126062!8m2!3d23.0287353!4d72.5601399!16s%2Fg%2F11ggmmq13s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Software Training Institute,5,41,Training Center,0.85,1,1,0.485794134,0.742897067,0.807158827,71,11,74,45,2,10,0.7984047,,
235,India,Gujarat,Signal & Telecom Training Centre Western Railway,,,,,7927574440,"https://www.google.com/maps/place/Signal+%26+Telecom+Training+Centre+Western+Railway/@23.1000052,72.5714874,17z/data=!3m1!4b1!4m6!3m5!1s0x395e83a8e47fb94b:0x1233c696a2d35b7f!8m2!3d23.1000052!4d72.5714874!16s%2Fg%2F11c1x1z5rp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.4,76,Training Center,0.85,1,0.88,0.564575098,0.722287549,0.79891502,48,7,74,45,2,10,0.8016758,,
236,India,Gujarat,Automation and Embedded Training Center,,,,,9879624304,"https://www.google.com/maps/place/Automation+and+Embedded+Training+Center/@23.0115548,72.5230559,17z/data=!3m1!4b1!4m6!3m5!1s0x395e9b27a5203c05:0x69d71fe97714a3a9!8m2!3d23.0115548!4d72.5230559!16s%2Fg%2F11df7jggjm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.3,15,Training Center,0.85,1,0.86,0.360360191,0.610180095,0.754072038,39,5,74,45,2,10,0.7522839,,
237,India,Gujarat,"ITI - Industrial Training Institute - Saraspur, Ahmedabad",,,,,7922923559,"https://www.google.com/maps/place/ITI+-+Industrial+Training+Institute+-+Saraspur,+Ahmedabad/@23.029049,72.6043641,17z/data=!3m1!4b1!4m6!3m5!1s0x395e85fdfcfceb83:0x1416763e2157b919!8m2!3d23.029049!4d72.6043641!16s%2Fg%2F11h8cgbjfv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Training Center,4.2,193,Training Center,0.85,1,0.84,0.68467651,0.762338255,0.814935302,57,8,74,45,2,10,0.8174959,,
238,USA,San Francisco,Dale Carnegie Training of San Francisco,,,,,16505913253,"https://www.google.com/maps/place/Dale+Carnegie+Training+of+San+Francisco/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x808f785eed06b035:0x291dcf4aea47c657!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11g72y11hf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Adult Education School,3,2,Training Center,0.55,5,0.6,0.142789347,0.371394674,0.478557869,39,6,74,10,11,10,0.5707083,,
239,USA,San Francisco,Tiny Steps Daycare San Francisco,,,,,14157935340,"https://www.google.com/maps/place/Tiny+Steps+Daycare+San+Francisco/@37.7346334,-122.489724,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7df83efb0037:0x9af650f60fedfa4b!8m2!3d37.7346334!4d-122.489724!16s%2Fg%2F11ytwqvxvy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Day Care Center,5,3,Medical Clinic,0.85,1,1,0.180180095,0.590090048,0.746036019,32,5,103,10,11,3,0.7442148,,
240,USA,Las Vegas,Global Edu Trainings,,,,,17024728702,"https://www.google.com/maps/place/Global+Edu+Trainings/@33.9233097,-99.091086,4z/data=!3m1!4b1!4m6!3m5!1s0x80c8c10888ef7031:0x875aad7af85ecd86!8m2!3d33.9233097!4d-99.091086!16s%2Fg%2F11c4_x5csb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Business To Business Service,5,1,Training Center,0.55,5,1,0.090090048,0.545045024,0.54801801,20,3,74,7,5,10,0.55351394,,
241,USA,Los Angeles,Diane Watson Career Training Center,,,,,13234211801,"https://www.google.com/maps/place/Diane+Watson+Career+Training+Center/@34.016102,-118.335694,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b8306895fe4d:0x6b1df9d507893843!8m2!3d34.016102!4d-118.335694!16s%2Fg%2F1ptw23yfs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Adult Education School,4.9,17,Training Center,0.55,5,0.98,0.375668742,0.677834371,0.601133748,35,5,74,8,6,10,0.61948526,,
242,USA,Los Angeles,California Long-Term Care Education Center,,,,,18558102015,"https://www.google.com/maps/place/California+Long-Term+Care+Education+Center/@34.0709808,-118.2809234,17.67z/data=!4m6!3m5!1s0x80c2c76dc7afffff:0x4aa9a4263cff9487!8m2!3d34.0707866!4d-118.2805737!16s%2Fg%2F11hz6t5r91?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Education Center,0,0,Training Center,0.55,5,0,0,0,0.33,42,5,74,8,6,10,0.32966727,,
243,India,Haryana,Arush physiotherapy clinic,,,,,8221842142,"https://www.google.com/maps/place/Arush+physiotherapy+clinic/@29.5040957,75.8845179,17z/data=!3m1!4b1!4m6!3m5!1s0x39118527a63080b5:0x147092fbf0326eab!8m2!3d29.5040957!4d75.8845179!16s%2Fg%2F11nwwb2nrh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Physiotherapy Clinic,4.9,119,Physiotherapy Clinic,0.85,3,0.98,0.622242103,0.801121052,0.830448421,26,3,20,56,3,7,0.82266444,,
244,India,Haryana,Ziyaad Ortho & Spine Centre,,,,,8053859400,"https://www.google.com/maps/place/Ziyaad+Ortho+%26+Spine+Centre/@28.1030852,77.0120191,17z/data=!3m1!4b1!4m6!3m5!1s0x390d2d004f14bbe9:0x8547076de9b924ea!8m2!3d28.1030852!4d77.0120191!16s%2Fg%2F11xp4fd224?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Physiotherapy Clinic,5,8,Physiotherapy Clinic,0.85,3,1,0.285578695,0.642789347,0.767115739,27,5,20,56,3,7,0.7692817,,
245,India,Haryana,Bhanu physiotherapy Clinic,,,,,7206602314,"https://www.google.com/maps/place/Bhanu+physiotherapy+Clinic/@29.1359861,75.7410434,17z/data=!3m1!4b1!4m6!3m5!1s0x39123309c40fb67d:0x4f31e7e3a68a81f3!8m2!3d29.1359861!4d75.7410434!16s%2Fg%2F11llbgrgpm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Physiotherapy Clinic,4.8,26,Physiotherapy Clinic,0.85,3,0.96,0.428368042,0.694184021,0.787673608,26,3,20,56,3,7,0.78642315,,
246,India,Haryana,Ranjit Homeopathy Clinic,,,,,9466472780,"https://www.google.com/maps/place/Ranjit+Homeopathy+Clinic/@29.4437862,75.3686887,17z/data=!3m1!4b1!4m6!3m5!1s0x391167e50676a263:0xff717e68308c0172!8m2!3d29.4437862!4d75.3686887!16s%2Fg%2F11vbrtqk3d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Doctor,5,1,Medical Clinic,0.85,4,1,0.090090048,0.545045024,0.72801801,24,3,103,56,3,3,0.7151912,,
247,India,Haryana,Juneja homoeopathic clinic,,,,,8572035972,"https://www.google.com/maps/place/Juneja+homoeopathic+clinic/@29.1413495,75.7245263,17z/data=!3m1!4b1!4m6!3m5!1s0x390cfdf1ca3bc8e7:0x6aa0eab42242154!8m2!3d29.1413495!4d75.7245263!16s%2Fg%2F11bwfm8yzn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Medical Clinic,4.6,183,Medical Clinic,0.85,4,0.92,0.677798055,0.798899028,0.829559611,26,3,103,56,3,3,0.8291701,,
248,India,Haryana,Niharika Homeopathic Hospital,,,,,7419139505,"https://www.google.com/maps/place/Niharika+Homeopathic+Hospital/@29.1127906,75.8162255,17z/data=!3m1!4b1!4m6!3m5!1s0x391232d3e3d680f5:0xc258402216a4474!8m2!3d29.1127906!4d75.8162255!16s%2Fg%2F11gvfm6w94?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",Homeopath,4.8,42,Homeopathy Clinic,0.55,5,0.96,0.488852451,0.724426225,0.61977049,29,3,25,56,3,2,0.6243652,,
